"영상 번호","의문사있는 의문형","한국어 번역","형태소 개수","한국수어 형태소","","","","","","",""
"1863","","(카메라)를 분실하였습니다.","2","사진기","잃어버리다","","","","","",""
"1864","","(카메라)를 분실하였습니다.","3","사진기","없다","잃어버리다","","","","",""
"1865","","(카메라)를 분실하였습니다.","2","사진기","실종","","","","","",""
"1866","","(카메라)를 분실하였습니다.","3","사진기","없다","실종","","","","",""
"1867","","(카메라)를 분실하였습니다.","3","사진기","찾다","실종","","","","",""
"1868","","(카메라)를 분실하였습니다.","3","사진기","사라지다","실종","","","","",""
"1869","","(가방)을 잃어버렸습니다.","2","가방","잃어버리다","","","","","",""
"1870","","(가방)을 잃어버렸습니다.","3","가방","없다","잃어버리다","","","","",""
"1871","","(가방)을 잃어버렸습니다.","2","가방","실종","","","","","",""
"1872","","(가방)을 잃어버렸습니다.","3","가방","없다","실종","","","","",""
"1873","","(가방)을 잃어버렸습니다.","3","가방","찾다","실종","","","","",""
"1874","","(가방)을 잃어버렸습니다.","3","가방","사라지다","실종","","","","",""
"1875","","(가방)을 잃어버렸습니다.","3","가방","잃어버리다","실종","","","","",""
"1876","","(가방)을 잃어버렸습니다.","3","가방","실종","잃어버리다","","","","",""
"1877","","(아이)를 잃어버렸습니다.","2","아이","잃어버리다","","","","","",""
"1878","","(아이)를 잃어버렸습니다.","3","아이","없다","잃어버리다","","","","",""
"1879","","(아이)를 잃어버렸습니다.","2","아이","실종","","","","","",""
"1880","","(아이)를 잃어버렸습니다.","3","아이","없다","실종","","","","",""
"1881","","(아이)를 잃어버렸습니다.","3","아이","찾다","실종","","","","",""
"1882","","(아이)를 잃어버렸습니다.","3","아이","사라지다","실종","","","","",""
"1883","","(아이)를 잃어버렸습니다.","3","아이","잃어버리다","실종","","","","",""
"1884","","(아이)를 잃어버렸습니다.","3","아이","실종","잃어버리다","","","","",""
"1885","","(지갑)을 잃어버렸습니다.","3","지갑","찾다","실종","","","","",""
"1886","","(지갑)을 잃어버렸습니다.","3","지갑","사라지다","실종","","","","",""
"1887","","(지갑)을 잃어버렸습니다.","3","지갑","잃어버리다","실종","","","","",""
"1888","","(지갑)을 잃어버렸습니다.","3","지갑","실종","잃어버리다","","","","",""
"1889","","(안경)을 잃어버렸습니다.","3","안경","찾다","실종","","","","",""
"1890","","(안경)을 잃어버렸습니다.","3","안경","사라지다","실종","","","","",""
"1891","","(안경)을 잃어버렸습니다.","3","안경","잃어버리다","실종","","","","",""
"1892","","(안경)을 잃어버렸습니다.","3","안경","실종","잃어버리다","","","","",""
"1893","","(휴대폰)을 잃어버렸습니다.","2","핸드폰","잃어버리다","","","","","",""
"1894","","(휴대폰)을 잃어버렸습니다.","3","핸드폰","없다","잃어버리다","","","","",""
"1895","","(휴대폰)을 잃어버렸습니다.","2","핸드폰","실종","","","","","",""
"1896","","(휴대폰)을 잃어버렸습니다.","3","핸드폰","없다","실종","","","","",""
"1897","","(휴대폰)을 잃어버렸습니다.","3","핸드폰","찾다","실종","","","","",""
"1898","","(휴대폰)을 잃어버렸습니다.","3","핸드폰","사라지다","실종","","","","",""
"1899","","(휴대폰)을 잃어버렸습니다.","3","핸드폰","잃어버리다","실종","","","","",""
"1900","","(휴대폰)을 잃어버렸습니다.","3","핸드폰","실종","잃어버리다","","","","",""
"1901","","(카드)를 잃어버렸습니다.","2","카드","잃어버리다","","","","","",""
"1902","","(카드)를 잃어버렸습니다.","3","카드","없다","잃어버리다","","","","",""
"1903","","(카드)를 잃어버렸습니다.","2","카드","실종","","","","","",""
"1904","","(카드)를 잃어버렸습니다.","3","카드","없다","실종","","","","",""
"1905","","(카드)를 잃어버렸습니다.","3","카드","찾다","실종","","","","",""
"1906","","(카드)를 잃어버렸습니다.","3","카드","사라지다","실종","","","","",""
"1907","","(유턴) 맞으시죠?","2","유턴","맞다","","","","","",""
"1908","","(유턴) 맞으시죠?","2","유턴","맞다","","","","","",""
"1909","","(유턴) 맞으시죠?","2","유턴","맞다","","","","","",""
"1910","","(유턴) 맞으시죠?","2","유턴","맞다","","","","","",""
"1911","","(유턴) 맞으시죠?","2","유턴","맞다","","","","","",""
"1912","","(유턴) 맞습니다.","2","유턴","맞다","","","","","",""
"1913","","(유턴) 맞습니다.","2","유턴","맞다","","","","","",""
"1914","","(유턴) 맞습니다.","2","유턴","맞다","","","","","",""
"1915","","(유턴) 맞습니다.","2","유턴","맞다","","","","","",""
"1916","","(유턴) 맞습니다.","2","유턴","맞다","","","","","",""
"1917","","차가 막히나요?","2","차밀리다","기다리다","","","","","",""
"1918","X","차가 막히나요?","1","차밀리다","","","","","","",""
"1919","","차가 막히나요?","2","차밀리다","심하다","","","","","",""
"1920","","차가 막히는데, 괜찮으세요?","2","차밀리다","괜찮다","","","","","",""
"1921","","차가 막히는데, 괜찮으세요?","3","차밀리다","시간","괜찮다","","","","",""
"1922","","차가 막힙니다.","2","차밀리다","기다리다","","","","","",""
"1923","","차가 막힙니다.","1","차밀리다","","","","","","",""
"1924","","차가 막힙니다.","2","차밀리다","심하다","","","","","",""
"1925","","차가 막혀도 괜찮습니다.","2","차밀리다","괜찮다","","","","","",""
"1926","","차가 막혀도 괜찮습니다.","3","차밀리다","시간","괜찮다","","","","",""
"1927","X","현금이세요?","1","돈","","","","","","",""
"1928","X","현금이세요?","1","돈","","","","","","",""
"1929","X","현금이세요?","1","돈","","","","","","",""
"1930","X","현금이세요?","1","돈","","","","","","",""
"1931","X","현금이세요?","1","돈","","","","","","",""
"1932","","현금입니다.","1","돈","","","","","","",""
"1933","","현금입니다.","1","돈","","","","","","",""
"1934","","현금입니다.","1","돈","","","","","","",""
"1935","","현금입니다.","1","돈","","","","","","",""
"1936","","현금입니다.","1","돈","","","","","","",""
"1937","","현금입니다.","1","돈","","","","","","",""
"1938","","현금입니다.","1","돈","","","","","","",""
"1939","","현금입니다.","1","돈","","","","","","",""
"1940","","현금입니다.","1","돈","","","","","","",""
"1941","","(카드)도 되나요?","2","카드","되다","","","","","",""
"1942","","(카드)도 됩니다.","1","카드","","","","","","",""
"1943","","(카드)도 됩니다.","2","카드","되다","","","","","",""
"1944","","(카드)도 됩니다.","2","카드","가능","","","","","",""
"1945","","(카드)도 됩니다.","1","카드","","","","","","",""
"1946","","(카드)도 됩니다.","2","카드","되다","","","","","",""
"1947","","(영수증) 필요하세요?","2","영수증","필요","","","","","",""
"1948","","(영수증) 필요하세요?","2","영수증","필요","","","","","",""
"1949","","(영수증) 필요하세요?","2","영수증","필요","","","","","",""
"1950","","(영수증) 필요하세요?","2","영수증","원하다","","","","","",""
"1951","","(영수증) 필요하세요?","2","영수증","원하다","","","","","",""
"1952","","(카메라)를 분실하였습니다.","3","사진기","잃어버리다","실종","","","","",""
"1953","","(카메라)를 분실하였습니다.","3","사진기","실종","잃어버리다","","","","",""
"1954","","(시계)를 분실하였습니다.","2","시계","잃어버리다","","","","","",""
"1955","","(시계)를 분실하였습니다.","3","시계","없다","잃어버리다","","","","",""
"1956","","(시계)를 분실하였습니다.","2","시계","실종","","","","","",""
"1957","","(시계)를 분실하였습니다.","3","시계","없다","실종","","","","",""
"1958","","(시계)를 분실하였습니다.","3","시계","찾다","실종","","","","",""
"1959","","(시계)를 분실하였습니다.","3","시계","사라지다","실종","","","","",""
"1960","","(시계)를 분실하였습니다.","3","시계","잃어버리다","실종","","","","",""
"1961","","(시계)를 분실하였습니다.","3","시계","실종","잃어버리다","","","","",""
"1962","","(반지)를 분실하였습니다.","2","반지","잃어버리다","","","","","",""
"1963","","(반지)를 분실하였습니다.","3","반지","없다","잃어버리다","","","","",""
"1964","","(반지)를 분실하였습니다.","2","반지","실종","","","","","",""
"1965","","(반지)를 분실하였습니다.","3","반지","없다","실종","","","","",""
"1966","","(반지)를 분실하였습니다.","3","반지","찾다","실종","","","","",""
"1967","","(반지)를 분실하였습니다.","3","반지","사라지다","실종","","","","",""
"1968","","(반지)를 분실하였습니다.","3","반지","잃어버리다","실종","","","","",""
"1969","","(반지)를 분실하였습니다.","3","반지","실종","잃어버리다","","","","",""
"1970","","(노트북)을 잃어버렸습니다.","2","노트북","잃어버리다","","","","","",""
"1971","","(노트북)을 잃어버렸습니다.","3","노트북","없다","잃어버리다","","","","",""
"1972","","(노트북)을 잃어버렸습니다.","2","노트북","실종","","","","","",""
"1973","","(노트북)을 잃어버렸습니다.","3","노트북","없다","실종","","","","",""
"1974","","(노트북)을 잃어버렸습니다.","3","노트북","찾다","실종","","","","",""
"1975","","(노트북)을 잃어버렸습니다.","3","노트북","사라지다","실종","","","","",""
"1976","","불편합니다.","1","불편하다","","","","","","",""
"1977","X","불편하세요?","1","불편하다","","","","","","",""
"1978","","화났습니다.","1","화나다","","","","","","",""
"1979","X","화나셨어요?","1","화나다","","","","","","",""
"1980","","다와가나요?","2","빨리","접근","","","","","",""
"1981","","다와가나요?","3","빨리","접근","가능","","","","",""
"1982","","다와가나요?","3","빨리","접근","되다","","","","",""
"1983","","다와가나요?","2","접근","도착","","","","","",""
"1984","","다와가나요?","3","접근","도착","가능","","","","",""
"1985","","다와가나요?","3","접근","도착","되다","","","","",""
"1986","","다와갑니다.","2","빨리","접근","","","","","",""
"1987","","다와갑니다.","3","빨리","접근","가능","","","","",""
"1988","","다와갑니다.","3","빨리","접근","되다","","","","",""
"1989","","다와갑니다.","2","접근","도착","","","","","",""
"1990","","다와갑니다.","3","접근","도착","가능","","","","",""
"1991","","다와갑니다.","3","접근","도착","되다","","","","",""
"1992","","(노트북)을 잃어버렸습니다.","3","노트북","잃어버리다","실종","","","","",""
"1993","","(노트북)을 잃어버렸습니다.","3","노트북","실종","잃어버리다","","","","",""
"1994","","(보청기)를 잃어버렸습니다.","2","보청기","잃어버리다","","","","","",""
"1995","","(보청기)를 잃어버렸습니다.","3","보청기","없다","잃어버리다","","","","",""
"1996","","(보청기)를 잃어버렸습니다.","2","보청기","실종","","","","","",""
